Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4.5,58,Yes,5,5,38
2.5,63,No,4,4,40
7.5,59,Yes,8,7,50
6.5,86,No,6,6,75
5.5,66,No,8,3,54
1.5,91,No,9,10,68
2.5,63,Yes,5,1,39
8.5,56,No,7,7,48
1.5,64,No,4,5,41
3.5,85,Yes,9,1,69
2.5,94,Yes,8,1,71
5.5,70,Yes,6,6,55
4.5,67,No,9,4,50
7.5,89,No,6,8,80
5.5,98,No,6,2,83
8.5,67,Yes,4,4,63
4.5,61,Yes,6,8,47
6.5,95,No,6,8,87
4.5,98,Yes,8,5,81
2.5,44,Yes,4,3,18
1.5,93,No,7,4,70
1.5,83,No,7,3,59
8.5,81,Yes,6,2,75
4.5,47,No,9,4,33
5.5,77,Yes,5,9,65
8.5,67,Yes,4,6,58
7.5,96,No,5,4,83
8.5,86,No,4,1,79
8.5,51,Yes,4,7,41
6.5,96,Yes,8,2,89
2.5,64,No,6,6,43
6.5,77,Yes,8,10,68
1.5,83,Yes,9,1,57
1.5,54,Yes,5,7,27
3.5,83,Yes,5,4,57
3.5,80,Yes,7,3,64
5.5,90,No,9,10,79
1.5,92,Yes,9,7,69
6.5,73,Yes,8,3,67
7.5,99,No,8,8,91
3.5,84,No,9,4,66
4.5,52,No,8,3,34
3.5,47,Yes,7,7,33
1.5,98,Yes,8,7,75
8.5,52,No,8,9,49
2.5,75,No,9,10,58
1.5,45,No,9,7,23
8.5,77,No,8,6,70
7.5,71,No,8,3,63
7.5,60,Yes,9,4,53
4.5,83,No,5,8,67
9.5,83,Yes,6,6,82
6.5,88,Yes,5,9,76
2.5,98,No,8,8,81
1.5,46,No,4,8,21
1.5,65,No,4,10,41
9.5,54,No,7,10,56
4.5,95,No,5,7,79
5.5,88,Yes,9,10,77
3.5,81,No,7,1,61
4.5,62,No,7,5,45
8.5,91,Yes,4,7,86
4.5,77,No,5,10,57
9.5,80,No,6,9,77
9.5,54,No,9,4,50
6.5,87,Yes,5,8,73
2.5,92,No,7,1,70
7.5,79,No,8,4,73
9.5,55,No,7,4,51
6.5,71,No,5,2,58
3.5,76,Yes,4,3,57
7.5,57,No,5,3,47
5.5,59,Yes,6,9,46
1.5,85,No,9,7,61
3.5,41,No,9,2,23
5.5,94,No,8,9,82
7.5,62,Yes,8,8,55
3.5,69,No,7,6,49
6.5,42,No,5,6,29
5.5,85,Yes,9,2,74
1.5,78,No,4,3,53
6.5,86,No,6,6,75
8.5,88,No,7,3,85
1.5,40,No,5,7,14
2.5,80,Yes,4,5,58
4.5,61,Yes,5,4,43
2.5,68,Yes,4,8,48
9.5,53,No,5,2,49
8.5,87,No,5,3,82
8.5,67,No,9,10,64
4.5,60,No,7,4,44
5.5,84,Yes,5,10,72
4.5,71,No,5,6,50
9.5,45,Yes,7,5,44
2.5,93,No,7,5,70
8.5,40,No,8,7,35
2.5,60,Yes,8,8,38
1.5,96,No,9,6,75
3.5,43,Yes,7,3,22
9.5,42,Yes,6,4,39
3.5,88,No,9,1,68
9.5,69,Yes,4,5,65
7.5,70,Yes,7,10,62
1.5,73,No,8,8,47
5.5,58,Yes,5,3,42
9.5,59,Yes,7,10,59
3.5,62,No,7,4,41
9.5,93,Yes,8,4,93
5.5,98,No,8,6,87
9.5,79,Yes,6,9,78
6.5,64,No,9,10,53
9.5,54,No,8,3,48
7.5,77,No,8,4,71
7.5,62,No,8,6,58
8.5,91,No,9,6,91
7.5,41,Yes,5,7,33
9.5,96,No,7,1,94
9.5,96,No,7,9,95
6.5,54,Yes,8,2,43
7.5,91,No,9,4,83
2.5,83,Yes,6,3,59
9.5,74,Yes,8,3,69
1.5,49,No,9,5,26
1.5,53,Yes,9,7,31
3.5,66,Yes,6,7,47
6.5,93,Yes,9,7,87
5.5,53,No,7,3,43
2.5,74,Yes,6,9,50
9.5,72,No,6,6,71
4.5,91,No,4,10,75
4.5,40,Yes,6,8,27
5.5,73,No,6,1,57
8.5,58,Yes,5,4,55
4.5,63,Yes,7,7,49
5.5,81,No,8,9,71
4.5,43,No,4,3,23
6.5,75,No,6,6,63
3.5,52,Yes,5,8,34
8.5,97,Yes,5,3,94
6.5,71,Yes,9,6,63
5.5,48,No,8,9,32
2.5,78,Yes,8,9,61
7.5,55,Yes,7,6,51
2.5,89,Yes,9,5,68
1.5,42,Yes,6,1,18
7.5,91,No,5,3,83
5.5,59,Yes,4,3,42
1.5,49,No,7,4,25
4.5,95,Yes,6,5,79
4.5,97,Yes,9,8,81
7.5,97,Yes,8,9,94
9.5,61,No,9,7,65
2.5,87,No,6,10,61
1.5,42,No,9,6,19
2.5,50,Yes,8,3,29
7.5,64,Yes,6,9,55
6.5,81,No,4,10,72
4.5,87,Yes,7,1,69
1.5,47,Yes,9,9,24
1.5,48,No,8,3,21
5.5,54,Yes,4,9,38
1.5,71,Yes,5,10,48
7.5,92,Yes,4,1,82
1.5,42,No,4,8,19
1.5,43,Yes,4,6,17
2.5,69,No,8,9,50
3.5,52,Yes,5,4,34
1.5,83,No,7,5,61
9.5,60,No,4,6,56
8.5,80,No,8,9,76
5.5,96,No,8,6,82
2.5,85,Yes,7,9,65
5.5,58,No,6,2,42
6.5,78,Yes,5,4,69
1.5,87,Yes,5,3,60
4.5,61,No,9,4,45
9.5,59,Yes,4,1,56
2.5,76,Yes,6,2,55
5.5,70,Yes,5,4,54
1.5,49,Yes,9,10,25
4.5,57,No,4,4,38
4.5,82,Yes,6,5,66
6.5,78,Yes,8,9,70
9.5,85,Yes,4,1,83
3.5,59,Yes,6,8,40
9.5,57,Yes,7,3,55
6.5,50,No,5,9,37
7.5,61,Yes,4,8,56
2.5,98,No,9,8,79
6.5,83,Yes,8,9,74
6.5,57,No,9,4,50
2.5,97,Yes,4,5,75
2.5,73,Yes,5,7,52
2.5,62,No,5,2,38
1.5,40,No,6,7,17
5.5,94,No,9,3,85
8.5,49,Yes,9,6,48
2.5,92,No,8,6,71
5.5,40,No,6,6,29
8.5,77,No,8,10,73
5.5,78,Yes,4,2,61
2.5,88,Yes,4,9,68
3.5,48,Yes,9,8,34
6.5,70,No,6,7,59
5.5,46,Yes,7,9,37
4.5,56,Yes,5,4,36
4.5,74,Yes,6,2,57
5.5,87,Yes,6,4,72
2.5,76,No,4,10,52
9.5,91,Yes,5,3,89
2.5,57,No,6,2,37
2.5,72,No,4,2,51
9.5,43,No,4,8,43
3.5,62,No,9,5,45
7.5,50,No,9,6,43
4.5,91,No,6,8,76
6.5,48,Yes,6,7,35
4.5,69,No,4,7,55
7.5,47,Yes,9,7,37
1.5,79,No,6,7,54
3.5,44,Yes,5,8,25
3.5,51,No,4,1,31
1.5,40,Yes,4,3,14
6.5,54,Yes,6,1,44
9.5,64,No,6,8,57
8.5,57,No,6,2,51
7.5,77,No,5,7,68
8.5,81,No,4,6,75
6.5,85,Yes,7,1,74
9.5,92,Yes,5,6,91
3.5,65,No,5,9,43
9.5,79,No,9,3,78
4.5,98,Yes,4,7,85
7.5,42,No,7,4,38
9.5,93,Yes,4,1,92
2.5,61,No,5,7,35
2.5,65,No,6,1,41
9.5,58,Yes,4,4,54
3.5,83,Yes,4,9,64
9.5,83,No,6,5,83
5.5,86,Yes,7,7,74
6.5,99,No,7,7,87
2.5,78,Yes,4,3,57
8.5,98,No,6,8,95
9.5,75,No,9,1,75
2.5,60,No,4,4,38
6.5,80,Yes,6,10,70
6.5,93,Yes,5,4,80
8.5,87,Yes,9,2,84
5.5,65,Yes,6,6,51
9.5,52,No,4,1,48
1.5,75,Yes,8,3,54
9.5,63,Yes,7,9,63
7.5,80,Yes,4,10,76
4.5,65,No,6,6,49
3.5,60,Yes,9,2,41
6.5,57,Yes,9,9,46
1.5,54,No,6,2,28
3.5,54,No,7,7,33
2.5,45,No,4,1,21
9.5,82,No,9,5,81
3.5,70,No,9,7,52
2.5,67,No,8,3,45
4.5,47,No,5,4,30
2.5,68,Yes,8,5,47
1.5,60,No,5,3,38
6.5,56,No,9,6,45
8.5,95,No,5,3,91
2.5,96,No,4,8,76
9.5,88,No,9,7,85
3.5,63,Yes,9,1,45
8.5,97,Yes,5,2,92
8.5,99,Yes,6,4,95
3.5,89,Yes,5,5,70
3.5,75,Yes,5,10,58
6.5,70,Yes,7,4,56
1.5,86,Yes,7,4,62
4.5,73,No,4,9,55
1.5,41,No,4,4,13
3.5,81,No,6,4,63
9.5,42,No,7,4,41
5.5,69,No,8,2,58
5.5,47,No,4,8,34
4.5,91,Yes,4,4,72
3.5,46,No,7,5,27
5.5,51,No,7,8,40
4.5,97,No,6,4,75
8.5,58,Yes,7,5,57
4.5,65,Yes,5,5,46
8.5,67,Yes,9,6,62
6.5,54,No,8,7,46
5.5,53,No,9,3,44
4.5,87,No,5,10,69
4.5,98,Yes,5,3,80
4.5,53,Yes,9,9,41
9.5,42,No,5,1,38
4.5,89,Yes,4,10,73
9.5,68,No,9,8,68
6.5,99,Yes,5,10,94
7.5,93,Yes,4,3,86
3.5,45,Yes,7,5,27
8.5,88,No,8,3,85
3.5,62,Yes,8,10,46
1.5,67,No,5,1,42
5.5,53,No,8,10,40
2.5,53,No,4,5,29
6.5,59,Yes,7,8,49
9.5,52,Yes,5,5,47
1.5,66,Yes,6,4,39
4.5,99,No,9,9,88
1.5,74,Yes,8,1,51
1.5,84,Yes,8,5,64
8.5,95,No,5,1,90
2.5,41,No,9,6,20
1.5,80,No,9,10,57
8.5,84,Yes,8,9,83
4.5,79,Yes,8,2,61
3.5,87,No,6,4,68
4.5,63,Yes,9,8,51
5.5,68,No,4,3,53
1.5,42,Yes,5,7,18
1.5,84,No,5,7,62
3.5,43,Yes,6,2,23
6.5,89,No,6,10,80
1.5,41,No,4,4,16
2.5,59,No,7,1,35
7.5,93,Yes,5,8,84
1.5,92,Yes,9,10,72
7.5,54,Yes,8,10,48
4.5,88,No,4,9,71
6.5,71,No,5,1,59
8.5,81,No,9,7,75
9.5,40,No,4,1,35
6.5,77,No,7,1,67
9.5,74,No,9,9,74
4.5,90,No,5,10,73
6.5,46,No,8,10,35
8.5,84,No,9,6,81
9.5,52,Yes,5,1,50
3.5,88,No,4,7,70
2.5,40,Yes,7,3,17
6.5,53,No,9,10,47
4.5,68,Yes,4,4,51
1.5,97,No,4,4,68
8.5,42,Yes,6,8,38
9.5,85,No,4,1,79
9.5,63,No,9,8,63
2.5,40,No,7,9,19
9.5,87,Yes,8,7,84
7.5,49,No,6,1,43
5.5,52,Yes,4,7,37
7.5,75,Yes,9,6,65
9.5,48,Yes,5,5,48
8.5,53,Yes,6,5,49
6.5,75,Yes,7,1,64
4.5,49,No,5,6,32
1.5,79,Yes,7,4,55
6.5,62,Yes,5,1,47
3.5,74,Yes,8,8,54
6.5,94,Yes,7,8,87
6.5,46,No,5,4,35
4.5,81,No,7,7,67
2.5,74,No,6,3,54
9.5,41,Yes,7,8,33
2.5,54,Yes,9,7,33
3.5,48,Yes,7,5,27
1.5,86,No,5,5,60
7.5,56,Yes,7,9,46
1.5,78,No,8,6,55
9.5,91,Yes,4,6,90
1.5,57,Yes,6,2,36
5.5,54,No,9,5,41
7.5,57,Yes,5,4,50
3.5,63,No,7,10,47
9.5,62,Yes,7,3,64
8.5,51,No,7,9,44
3.5,62,Yes,6,7,45
5.5,60,Yes,9,4,49
7.5,65,Yes,4,9,54
4.5,47,Yes,8,9,33
5.5,69,Yes,9,7,59
3.5,73,No,8,5,51
9.5,41,No,9,9,40
9.5,44,Yes,5,7,42
7.5,70,No,4,9,62
2.5,72,No,4,3,50
7.5,93,No,6,9,85
7.5,43,No,9,1,33
5.5,45,Yes,7,5,33
9.5,62,No,4,2,61
3.5,84,No,9,1,68
4.5,58,Yes,7,3,47
1.5,82,Yes,6,7,57
6.5,84,Yes,9,3,75
4.5,47,Yes,9,10,29
1.5,78,Yes,5,10,53
2.5,52,Yes,9,9,29
3.5,40,Yes,5,3,19
9.5,45,Yes,7,6,46
8.5,46,No,7,2,42
7.5,87,Yes,4,8,79
4.5,66,No,6,10,49
1.5,54,Yes,5,5,27
8.5,91,Yes,4,2,87
4.5,73,No,8,7,57
3.5,97,Yes,4,3,78
9.5,96,Yes,7,5,96
4.5,62,No,8,9,48
4.5,87,No,4,1,63
9.5,88,No,9,2,88
2.5,63,No,6,5,41
5.5,54,No,5,4,36
4.5,74,No,9,1,61
9.5,43,Yes,8,7,42
5.5,83,Yes,6,9,68
9.5,76,Yes,4,1,71
9.5,56,Yes,9,8,56
2.5,70,Yes,7,9,55
9.5,77,No,7,2,73
3.5,49,No,6,1,27
4.5,93,Yes,7,6,78
1.5,89,No,5,7,68
1.5,66,Yes,6,2,40
1.5,81,No,6,5,55
9.5,45,Yes,7,5,44
8.5,95,Yes,6,7,90
5.5,45,Yes,4,1,29
5.5,91,No,8,10,81
9.5,54,No,9,8,52
3.5,43,Yes,8,5,24
3.5,96,No,9,3,80
7.5,87,Yes,7,9,78
9.5,93,Yes,5,3,90
6.5,95,No,5,7,81
2.5,79,Yes,7,10,58
1.5,46,Yes,7,7,21
2.5,90,Yes,6,10,69
1.5,97,No,5,8,72
9.5,88,Yes,8,10,89
8.5,92,Yes,7,8,86
7.5,84,Yes,8,4,78
3.5,86,Yes,9,1,67
8.5,65,No,8,4,62
2.5,97,Yes,5,6,75
2.5,70,Yes,9,10,49
3.5,41,No,8,6,19
7.5,67,No,6,6,60
1.5,81,No,6,7,56
8.5,52,No,5,1,48
7.5,57,No,6,10,53
4.5,69,No,7,1,51
5.5,94,Yes,9,7,78
1.5,50,Yes,5,4,26
4.5,52,No,9,6,36
1.5,90,Yes,8,6,66
1.5,63,No,7,9,41
1.5,96,Yes,5,2,71
7.5,68,No,8,4,62
7.5,95,No,8,4,90
4.5,93,Yes,8,7,78
2.5,44,No,8,1,23
3.5,74,Yes,8,5,56
8.5,58,No,5,4,53
8.5,94,No,6,2,89
6.5,52,Yes,8,5,45
9.5,44,No,7,9,40
9.5,83,Yes,5,8,81
4.5,53,Yes,4,9,36
1.5,77,Yes,6,7,53
1.5,61,Yes,7,10,35
5.5,48,Yes,8,7,34
2.5,88,No,5,2,65
6.5,79,No,5,3,66
7.5,65,Yes,8,10,56
1.5,84,No,7,8,59
6.5,44,Yes,5,2,30
8.5,68,No,9,7,66
5.5,93,Yes,6,6,81
7.5,61,No,7,10,56
6.5,88,Yes,8,4,79
4.5,42,No,7,4,23
7.5,67,Yes,9,3,54
9.5,77,Yes,7,6,78
7.5,53,No,4,3,42
5.5,86,Yes,8,9,70
7.5,53,Yes,6,4,48
3.5,82,No,8,4,65
2.5,50,No,4,2,29
5.5,48,Yes,8,2,36
4.5,77,Yes,8,7,64
5.5,86,Yes,6,5,72
8.5,83,Yes,4,3,79
4.5,45,No,8,6,33
9.5,40,Yes,9,6,41
7.5,64,Yes,8,1,56
7.5,55,No,5,3,43
8.5,91,No,8,5,89
6.5,54,Yes,6,7,44
8.5,73,No,5,4,67
3.5,56,No,9,8,34
1.5,42,No,9,3,13
6.5,42,Yes,9,6,33
1.5,76,Yes,4,6,49
9.5,56,Yes,9,9,57
2.5,94,No,7,4,74
2.5,88,Yes,6,7,66
7.5,91,Yes,4,10,84
2.5,77,Yes,5,1,54
8.5,40,No,7,1,40
6.5,46,Yes,4,2,33
7.5,65,Yes,6,4,56
7.5,86,Yes,5,6,77
6.5,78,Yes,6,4,70
9.5,58,No,6,6,55
9.5,91,Yes,5,2,90
7.5,93,Yes,9,9,88
9.5,69,No,8,3,67
3.5,82,No,6,7,66
3.5,94,No,9,1,72
1.5,53,No,5,8,28
5.5,52,No,6,4,39
4.5,59,Yes,8,5,44
2.5,65,No,5,7,39
9.5,66,No,4,3,60
3.5,64,No,4,9,45
8.5,48,Yes,9,9,40
6.5,80,Yes,4,8,68
5.5,87,Yes,7,1,71
1.5,51,No,6,2,25
4.5,49,Yes,6,2,32
3.5,45,No,5,3,25
1.5,89,No,7,2,62
5.5,73,Yes,6,1,60
6.5,98,Yes,5,5,88
2.5,91,Yes,8,6,69
3.5,80,No,6,7,63
6.5,58,Yes,9,10,51
4.5,45,Yes,6,7,28
9.5,41,Yes,8,2,37
5.5,54,Yes,8,7,44
4.5,56,Yes,6,2,36
2.5,55,No,8,2,30
6.5,67,No,5,6,57
2.5,60,Yes,6,6,42
7.5,47,No,6,8,38
3.5,49,No,4,5,27
9.5,49,No,9,5,47
5.5,89,Yes,6,10,76
8.5,49,No,4,1,41
6.5,48,Yes,8,4,37
8.5,67,No,9,1,63
3.5,63,Yes,9,10,48
3.5,58,No,8,5,40
5.5,72,No,5,8,58
3.5,43,Yes,4,1,21
8.5,95,Yes,6,3,88
8.5,42,No,4,1,32
2.5,81,Yes,8,6,58
4.5,51,Yes,8,10,38
1.5,57,Yes,5,1,30
4.5,62,Yes,9,10,49
4.5,59,No,9,3,42
9.5,45,Yes,8,5,44
3.5,92,No,4,5,71
2.5,73,No,9,2,55
9.5,81,Yes,6,3,78
9.5,41,Yes,6,9,41
1.5,69,Yes,4,1,40
6.5,48,Yes,5,1,39
8.5,66,No,6,2,62
3.5,81,No,4,8,60
9.5,73,Yes,4,6,69
2.5,79,No,8,4,60
6.5,63,Yes,9,7,56
1.5,88,No,8,6,64
7.5,56,No,9,9,48
3.5,68,No,5,6,50
7.5,75,Yes,5,2,65
4.5,89,Yes,5,3,73
9.5,51,No,4,9,47
5.5,70,Yes,4,7,56
3.5,88,Yes,8,6,74
8.5,48,No,6,5,42
6.5,58,Yes,9,3,51
2.5,85,Yes,9,4,62
3.5,85,No,5,1,61
8.5,56,No,9,5,53
7.5,41,No,7,7,32
6.5,79,No,5,2,67
1.5,44,Yes,9,8,17
9.5,98,Yes,8,10,94
3.5,78,No,9,6,60
5.5,93,No,4,10,79
7.5,87,Yes,8,3,80
7.5,55,Yes,8,2,51
3.5,56,Yes,8,8,39
4.5,93,No,7,4,81
7.5,66,No,7,7,59
8.5,46,No,9,7,45
2.5,91,No,5,10,71
9.5,47,Yes,9,9,46
7.5,47,No,9,10,41
8.5,62,No,9,8,58
6.5,71,Yes,4,8,62
6.5,82,No,8,7,73
9.5,86,Yes,6,10,84
4.5,57,No,5,5,37
5.5,77,Yes,5,9,62
9.5,93,Yes,8,7,91
1.5,51,Yes,5,3,23
4.5,54,No,8,6,36
7.5,67,No,5,3,60
9.5,94,No,9,6,90
6.5,77,No,4,8,67
8.5,89,No,5,9,89
9.5,95,No,5,2,92
4.5,70,Yes,6,6,54
1.5,91,No,4,3,65
8.5,48,No,9,7,41
2.5,47,Yes,4,4,25
1.5,85,Yes,4,5,60
7.5,58,No,5,10,50
9.5,90,Yes,7,6,86
9.5,47,No,5,8,48
3.5,73,Yes,8,2,55
6.5,96,No,6,4,83
7.5,43,Yes,4,4,32
9.5,70,Yes,8,6,68
2.5,77,No,9,4,59
8.5,42,No,8,5,37
7.5,74,Yes,7,5,67
4.5,58,Yes,4,8,40
2.5,82,Yes,5,4,62
8.5,68,Yes,4,6,65
5.5,49,No,6,7,32
6.5,51,Yes,4,8,40
7.5,85,Yes,8,9,79
1.5,69,No,8,10,44
8.5,69,No,5,8,63
4.5,99,No,5,4,81
9.5,57,No,5,4,52
1.5,63,No,9,10,41
2.5,71,No,6,5,49
6.5,48,Yes,9,3,39
1.5,86,Yes,9,2,62
4.5,63,Yes,9,2,43
8.5,65,No,4,9,58
5.5,42,No,7,8,27
9.5,62,Yes,4,6,59
6.5,50,Yes,5,9,41
1.5,49,No,6,5,27
6.5,89,No,9,10,79
6.5,75,Yes,4,1,63
6.5,99,Yes,8,8,91
8.5,52,Yes,9,3,51
6.5,68,Yes,4,9,58
5.5,77,Yes,8,1,63
2.5,98,No,4,3,75
4.5,92,Yes,4,1,75
5.5,52,Yes,9,1,41
4.5,96,No,4,6,82
2.5,65,Yes,5,4,46
7.5,59,No,8,10,51
2.5,44,No,6,4,18
1.5,59,Yes,7,5,32
5.5,53,Yes,9,3,41
1.5,84,No,8,2,62
1.5,53,No,5,10,27
1.5,47,No,8,8,21
6.5,87,Yes,6,7,74
9.5,52,Yes,9,10,56
1.5,63,Yes,8,4,38
5.5,54,Yes,5,2,36
9.5,90,Yes,9,9,91
9.5,40,No,5,8,37
1.5,61,Yes,9,4,39
8.5,73,Yes,7,5,66
1.5,89,No,6,10,67
8.5,90,Yes,7,6,89
1.5,79,Yes,4,4,54
5.5,42,Yes,5,2,28
8.5,94,No,7,5,91
6.5,65,No,5,1,51
9.5,53,Yes,9,7,50
1.5,97,Yes,5,9,72
9.5,80,Yes,4,3,73
1.5,47,No,5,6,22
3.5,88,No,9,9,74
1.5,94,Yes,9,4,69
3.5,94,Yes,7,6,75
2.5,95,Yes,6,3,73
2.5,55,Yes,8,9,39
9.5,81,No,7,7,79
8.5,60,No,4,7,56
1.5,49,Yes,8,4,25
4.5,96,No,5,6,73
1.5,64,No,7,8,39
1.5,95,Yes,8,6,74
4.5,77,Yes,7,6,61
2.5,61,Yes,5,4,39
3.5,88,Yes,9,8,75
9.5,87,No,7,10,87
2.5,86,Yes,4,8,63
4.5,93,Yes,8,9,81
1.5,85,Yes,8,6,63
2.5,43,Yes,8,2,23
5.5,43,No,7,4,29
1.5,69,Yes,5,4,42
7.5,41,Yes,7,8,35
4.5,68,No,7,5,53
6.5,82,Yes,9,4,72
8.5,75,Yes,8,8,69
6.5,60,Yes,5,3,48
2.5,99,No,6,2,74
1.5,60,Yes,5,4,34
8.5,87,Yes,7,1,84
8.5,60,Yes,4,1,49
9.5,43,No,5,5,40
6.5,40,Yes,8,1,30
1.5,65,Yes,4,4,37
9.5,95,Yes,6,8,95
3.5,90,No,6,8,74
6.5,41,No,4,2,29
9.5,48,Yes,6,3,50
3.5,94,Yes,4,3,74
5.5,96,No,7,1,84
5.5,84,Yes,4,3,74
7.5,57,No,7,8,51
4.5,87,No,8,6,75
4.5,87,No,8,5,72
7.5,96,Yes,6,10,93
9.5,81,No,9,9,79
4.5,80,No,9,7,65
4.5,50,Yes,4,6,38
6.5,64,Yes,7,5,50
6.5,65,Yes,8,5,54
7.5,97,No,8,10,96
1.5,75,No,8,9,51
3.5,81,Yes,6,10,63
9.5,74,No,8,6,75
6.5,77,Yes,9,4,71
6.5,42,Yes,5,4,30
5.5,98,Yes,6,4,82
3.5,80,Yes,4,6,59
5.5,74,Yes,5,1,58
1.5,89,No,6,9,62
3.5,79,No,6,2,57
4.5,61,Yes,7,2,45
5.5,47,No,5,5,31
9.5,54,No,5,4,54
4.5,84,Yes,9,3,68
3.5,46,No,5,5,22
1.5,58,No,8,7,36
6.5,79,Yes,9,10,78
7.5,81,No,8,2,73
8.5,56,No,9,6,53
1.5,40,No,4,4,16
4.5,84,No,9,2,68
5.5,68,No,4,1,56
2.5,97,Yes,9,8,74
1.5,52,Yes,4,5,26
8.5,95,Yes,8,10,91
6.5,87,Yes,9,2,75
5.5,68,Yes,7,8,54
9.5,80,No,9,3,80
2.5,81,No,4,7,60
8.5,45,Yes,6,2,41
9.5,44,Yes,8,7,40
1.5,73,Yes,7,4,50
7.5,50,No,6,10,42
8.5,48,No,6,1,40
3.5,77,No,8,5,58
4.5,79,No,9,4,67
3.5,80,No,5,8,60
7.5,48,No,7,1,41
9.5,47,Yes,9,2,48
3.5,83,No,8,5,66
6.5,97,Yes,5,10,87
8.5,79,Yes,8,10,76
6.5,42,No,8,2,31
2.5,52,No,6,1,27
7.5,58,No,9,6,50
2.5,73,No,8,10,53
2.5,71,No,9,4,48
2.5,88,No,5,5,65
1.5,55,No,6,3,29
1.5,75,No,5,10,49
7.5,57,Yes,5,6,48
5.5,53,Yes,6,4,38
3.5,69,No,9,6,55
1.5,41,Yes,5,5,19
6.5,52,No,4,2,38
1.5,66,Yes,9,4,42
9.5,98,Yes,8,2,97
2.5,92,No,6,5,70
1.5,91,No,6,3,65
7.5,56,No,9,6,49
6.5,70,Yes,4,5,60
6.5,54,Yes,4,2,40
5.5,96,No,4,10,81
4.5,59,Yes,4,8,39
4.5,44,No,7,6,27
3.5,46,Yes,6,9,28
8.5,57,No,5,3,51
7.5,95,Yes,6,4,90
9.5,50,No,6,8,46
1.5,71,No,6,7,43
7.5,89,No,4,8,81
4.5,66,Yes,4,9,49
7.5,65,No,7,8,60
1.5,76,Yes,9,8,54
5.5,84,No,6,6,73
3.5,67,No,8,2,47
5.5,89,No,9,7,76
4.5,41,Yes,7,4,26
2.5,59,Yes,4,3,37
4.5,43,Yes,6,4,25
3.5,52,No,4,4,32
1.5,63,Yes,9,3,40
8.5,87,No,5,9,82
5.5,77,No,4,3,64
4.5,97,No,4,2,82
5.5,79,No,7,1,64
4.5,87,No,5,1,70
3.5,84,Yes,9,5,67
5.5,94,Yes,8,5,81
4.5,68,No,8,9,53
1.5,97,No,8,4,69
3.5,75,Yes,6,5,58
8.5,41,No,8,6,38
7.5,80,No,6,10,69
2.5,57,No,9,7,36
1.5,88,No,9,9,66
3.5,47,Yes,4,6,29
5.5,97,No,8,1,83
1.5,54,Yes,7,8,30
3.5,80,Yes,9,2,63
3.5,56,Yes,5,9,36
5.5,62,Yes,5,7,52
3.5,41,No,9,7,23
9.5,45,No,4,10,43
1.5,68,No,5,10,46
4.5,66,Yes,5,5,49
4.5,76,Yes,4,8,62
1.5,88,Yes,4,10,60
2.5,73,No,4,1,51
1.5,57,No,7,3,34
6.5,81,No,4,9,66
3.5,49,Yes,4,1,27
7.5,77,Yes,4,8,70
5.5,98,No,9,6,88
9.5,83,Yes,8,10,86
7.5,56,Yes,9,5,47
4.5,98,No,8,6,83
5.5,52,Yes,7,5,37
5.5,91,Yes,7,9,78
5.5,99,No,5,2,86
9.5,87,Yes,9,10,86
3.5,81,Yes,8,6,63
6.5,66,Yes,7,4,55
8.5,92,Yes,7,3,90
9.5,41,No,9,5,36
7.5,73,No,5,2,66
3.5,70,Yes,4,3,53
1.5,62,No,6,7,38
4.5,46,No,5,1,28
6.5,77,No,6,2,61
3.5,72,Yes,5,3,53
1.5,51,Yes,5,10,29
6.5,84,No,4,7,73
1.5,51,No,7,4,24
9.5,58,No,8,8,60
1.5,48,No,5,8,21
6.5,49,Yes,4,1,39
1.5,56,No,6,5,32
7.5,89,Yes,9,1,82
3.5,79,Yes,9,7,67
6.5,78,Yes,7,4,69
7.5,80,Yes,9,8,76
1.5,49,Yes,5,8,25
1.5,51,Yes,6,9,27
5.5,54,Yes,5,6,40
6.5,70,No,9,7,62
9.5,54,Yes,8,7,53
1.5,67,No,9,5,39
4.5,43,No,8,7,26
8.5,75,No,9,9,74
9.5,94,No,7,4,94
3.5,40,No,6,2,17
2.5,97,Yes,8,8,76
4.5,83,Yes,4,7,65
2.5,96,No,7,6,78
1.5,73,No,5,7,45
3.5,86,No,9,3,67
7.5,56,Yes,6,6,49
1.5,78,No,6,10,51
2.5,77,Yes,9,7,57
1.5,83,Yes,4,7,56
8.5,90,No,8,5,84
5.5,72,Yes,9,3,59
8.5,99,Yes,6,2,94
3.5,60,Yes,4,7,39
7.5,65,No,4,4,56
8.5,85,No,5,2,81
6.5,75,No,4,8,65
7.5,44,No,7,2,38
2.5,72,No,6,6,50
8.5,40,No,7,4,34
5.5,92,No,4,9,79
7.5,45,No,4,5,32
1.5,76,Yes,7,4,54
5.5,41,No,5,8,26
1.5,96,Yes,4,3,70
8.5,92,Yes,7,9,90
4.5,98,No,7,8,81
4.5,98,Yes,6,8,81
2.5,44,Yes,5,10,23
5.5,65,No,8,5,53
1.5,80,Yes,7,1,60
9.5,90,No,6,10,89
5.5,92,Yes,8,9,82
6.5,86,Yes,6,2,80
2.5,52,No,6,1,29
1.5,51,Yes,9,6,29
4.5,44,Yes,5,1,20
7.5,41,No,4,10,32
6.5,98,No,5,10,88
1.5,43,Yes,8,10,18
1.5,98,Yes,9,7,76
